TaxID	NAME	GOTTCHA	GOTTCHA2	BWA	KRAKEN2	METAPHLAN2	PANGIA	DIAMOND	CENTRIFUGE	
2563956	Mesorhizobium sp. M4B.F.Ca.ET.215.01.1.1							v	
1736445	Phenylobacterium sp. Root1290							v	
99583	Influenza B virus (B/Nanchang/6/96)						v		
1554			v						
1286170	Raoultella ornithinolytica B6	v		v	v	v			v
10531			v						
1821721	Mycobacterium phage Burger			v					
17238			v						
1210045	Streptomyces sp. AA0539					v		v	
1408283	Clostridium botulinum CDC_1436			v	v		v		v
2884272	Peribacillus sp. Bi134							v	
6852	Tachypleus gigas		v						
1193048	Leptospira kirschneri str. 200803703					v			
17313			v						
214853	Anaerofustis stercorihominis							v	
574096	Pantoea allii							v	
445685	Synechococcus phage S-SSM5	v		v	v	v	v	v	v
2571143	Rhodococcus oryzae							v	
1522	[Clostridium] innocuum		v		v			v	
264148	Millisia brevis							v	
224914	Brucella melitensis bv. 1 str. 16M	v		v	v		v		v
136	Spirochaetales		v					v	
198310	Rubus yellow net virus			v	v		v	v	v
1508678	Escherichia coli O157 typing phage 3				v				v
1457365	Candidatus Cyclonatronum proteinivorum				v				v
2029567	Rhodomicrobium sp. R_RK_3							v	
172827	Meiothermus taiwanensis							v	
1308870	Brucella phage Fz			v					
2293247	Streptococcus sp. AM43-2AT							v	
1501716	Plumeria mosaic virus	v		v	v		v	v	v
14982			v						
29352			v						
2498591	Pseudomonas phage PA01				v				
300740	Mint virus 1	v		v	v	v	v	v	v
14947			v						
1406885	Aliiglaciecola							v	
408937	Influenza B virus (B/Temple/B1188/2001)						v		
2641197	unclassified Halanaerobium							v	
1497679	Listeriaceae bacterium FSL A5-0209							v	
56145	Ovine papillomavirus type 2			v					
2775298	Stenotrophomonas sp. CFBP 13724							v	
15202			v						
1735689	Sphingomonas sp. Leaf23							v	
496057	Arachidicoccus ginsenosidivorans				v				v
515615	Mycobacterium tuberculosis 94_M4241A					v			
1257021	Flammeovirgaceae bacterium 311			v				v	v
877411	Ruminococcus sp. NK3A76							v	
2881255	Leisingera sp. McT4-56							v	
1187065	Mycobacterium sp. 012931					v		v	
1736349	Williamsia sp. Leaf354							v	
2877122	Winogradskyella sp. 2Y89							v	
8471	Lepidochelys		v						
8301			v						
2487897	Cyclobacteriaceae bacterium YHN15							v	
2507858	Gordonia phage Duffington				v				
2723057	Klebsiella sp. DNRA6							v	
1698358	Mycobacterium phage Brusacoram			v	v		v	v	v
17703			v						
64317	Sokoluk virus			v	v		v	v	v
314262	Roseobacter sp. MED193					v		v	
1261657	Murid betaherpesvirus 8	v		v	v		v	v	v
1758			v						
373404	Mycobacterium phage Catera	v		v	v	v	v	v	v
1196191	Listeria monocytogenes serotype 1/2a str. 10-1321			v	v				v
1938860	Streptomyces sp. TLI_235							v	
579484	Marinomonas sp. S3726							v	
1501662	Streptococcus parasuis							v	
1002805	Helicobacter bizzozeronii CCUG 35545					v			
28088	Legionella wadsworthii							v	
9337	Trichosurus vulpecula		v						
1977871	Acinetobacter sp. ANC 4973							v	
17422			v						
1938842	Streptomyces sp. 2333.5							v	
1511883	Human bocavirus 4 NI	v		v	v		v	v	v
1498665	Norovirus Hu/GII.4/Hiroshima3/2010/JP			v					
699033	Clostridioides difficile 2007855				v				
1178516	Spirosoma montaniterrae			v	v		v	v	v
433660	Nocardioides halotolerans							v	
759620	Weissella ceti			v	v		v	v	v
1213198	Lleida bat lyssavirus			v	v		v	v	v
1886606	Callistephus mottle virus			v	v		v	v	v
239934	Akkermansia							v	
145260	Methanothermobacter							v	
26956	Rhizanthes		v						
1291860	Norovirus Hu/GII/20302/2009/VNM			v					
22869	Anemone blanda		v						
19811			v						
17447			v						
322509	Dietzia kunjamensis							v	
34053	Yersinia enterocolitica (type O:5)		v						
2108	Mycoplasma sp.		v						
295419	Rubellimicrobium thermophilum							v	
888	Desulfobotulus sapovorans		v						
86502	Tomato yellow mottle virus	v		v	v	v	v	v	v
1408443	Limosilactobacillus fermentum NB-22					v			
39669	Methanosalsum zhilinae							v	
930944	Yersinia enterocolitica subsp. palearctica Y11	v		v	v	v			v
1357715	Microcystis phage MaMV-DC			v	v		v	v	v
1053184	Bacillus cereus BAG3X2-2					v			
1608862	Staphylococcus sp. HMSC34H10							v	
1510150	Permianibacter aggregans				v				v
46935	Human adenovirus 39			v					
1437877	Xanthomonas phaseoli pv. dieffenbachiae LMG 695				v				
2717286	Halomonas bachuensis							v	
2024320	Shigella phage Sf22				v				v
2721134	Candidatus Metaruminococcus gallistercoris							v	
1507982	Vibrio sp. J2-17							v	
942016	Enterobacter phage EcP1	v		v	v	v	v	v	v
346665	Moraxella boevrei							v	
17098			v						
2304056	Myocastor coypus polyomavirus 1				v				v
1954172	Calothrix sp. NIES-2100				v			v	
107806	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	v		v	v		v		v
1604871	Yak enterovirus			v	v		v	v	v
1740646	Beauveria bassiana polymycovirus 1			v	v		v	v	v
1581076	Streptococcus sp. HMSC10A01							v	
314724	Borrelia turicatae 91E135	v		v	v	v	v		v
1141884	Methylobacterium sp. 6HR-1							v	
1685764	Lake Sarah-associated circular virus-36			v	v		v	v	v
2486009	Companilactobacillus zhongbaensis							v	
585097	Simian adenovirus 42.1			v					
5522			v						
11771			v						
2066514	Pseudoalteromonas sp. S1727							v	
18549			v						
1428652	Streptomyces colonosanans							v	
49118	Candidatus Arthromitus sp. SFB-mouse							v	
1983463	Escherichia phage ArgO145				v				
1321780	Mitsuokella sp. oral taxon 131							v	
70856	Aeromonas popoffii							v	
4887	Genistelloides hibernus		v						
1872719	Botrytis ourmia-like virus			v	v		v	v	v
7670	Strongylocentrotus pallidus		v						
2116499	Chryseobacterium aurantiacum							v	
91753	Cucurbit aphid-borne yellows virus	v		v	v	v	v	v	v
3047	Dunaliella tertiolecta		v						
7084	Adalia bipunctata		v						
17853			v						
2027256	Lactococcus phage LP9609				v				
199709	Plantibacter cousiniae							v	
2796			v						
707436	Norovirus Hu/GII-4/Hiroshima2/2007/JP			v					
879567	Pseudodesulfovibrio piezophilus							v	
712623	Streptococcus sp. oral taxon 061				v			v	
11411			v						
1938608	Deinococcus sp. LM3							v	
491951	Marinomonas aquiplantarum							v	
17278			v						
545	Citrobacter koseri		v		v			v	v
1402544	Pseudomonas aeruginosa BL03					v			
1761770	Bacillus sp. yr331							v	
1574361	Dragonfly associated cyclovirus 7				v		v		v
1917811	Tibeticola sediminis							v	
1032071	Aliarcobacter cryaerophilus D2610				v				v
683179	Saccharum streak virus	v		v	v	v	v	v	v
10503			v						
374981	Synechococcus sp. PCC 7003			v	v			v	v
1071390	Acinetobacter sp. NBRC 100985					v		v	
14403			v						
1291851	Norovirus Hu/GII/20217/2009/VNM			v					
1229324	Baminivirus	v		v	v		v	v	v
7166	Anopheles quadrimaculatus		v						
1382926	Helicobacter pylori oki828			v	v				v
1736270	Xanthomonas sp. Leaf131							v	
380160	Obodhiang virus	v		v	v	v	v	v	v
6419			v						
538120	Mammalian orthoreovirus 1			v					
1834903	Norovirus Hu/GII.2/Osakacity5_2012_JP			v					
1410620	Shinella sp. DD12					v		v	
1280514	Acidithrix ferrooxidans							v	
1245591	Mariniradius saccharolyticus							v	
1972585	Marinomonas sp. UCMA 3892							v	
1463829	Streptomyces sp. NRRL B-1381							v	
1922892	Hubei earwig virus 3			v	v		v	v	v
84109	Slackia exigua							v	
2740518	Pseudomonas sp. BML-PP048							v	
6390	Enchytraeus albidus		v						
1159195	Southern elephant seal virus	v		v	v	v	v	v	v
85968	Mycolicibacterium brumae							v	
758803	Nocardiopsis flavescens							v	
6245	Rhabditis tokai		v						
308754	Rhodovulum sp. MB263			v	v			v	v
2545435	Synechococcus phage S-B28				v				
1938677	Vibrio sp. V25_P4S6T154							v	
1543206	Staphylococcus phage BP39			v	v		v	v	v
1855306	Tardiphaga sp. OK245							v	
442855	Simian enterovirus 19			v					
1740108	Flavobacterium phage FpV4				v				v
1891722	Eidolon helvum polyomavirus 1	v		v	v		v	v	v
14326			v						
1291842	Norovirus Hu/GII/20190/2009/VNM			v					
1497851	Bacillus phage SPG24			v			v	v	v
698769	Virgibacillus alimentarius							v	
18414			v						
1566184	Klebsiella sp. NFPP35							v	
660	Photobacterium sp.		v						
282676	Acidianus manzaensis				v				v
1283280	Lactococcus lactis subsp. lactis bv. diacetylactis str. TIFN4					v			
1225174	Pseudomonas mendocina S5.2			v	v	v			v
2663870	Bosea sp. OAE506							v	
220638	Blattella germanica densovirus 1	v		v	v		v	v	v
1714265	Klebsiella sp. KGM-IMP216							v	
114527	Mogibacterium diversum				v				v
553201	Rothia mucilaginosa ATCC 25296					v			
794865	Salmonella enterica subsp. enterica serovar 6,7:d:-				v				
403957	Virgibacillus sp. SK37			v	v			v	v
2597348	Pseudomonas sp. ANT_H12B							v	
7349			v						
418136	Francisella tularensis subsp. tularensis WY96-3418	v		v	v	v	v		v
17783			v						
370526	Mycolicibacterium rutilum				v			v	
2293115	Parabacteroides sp. AF21-43							v	
2045200	Pseudomonas sp. s211(2017)				v			v	
2056188	Vibrio sp. 10N.286.45.A3							v	
1723446	Natrinema virus SNJ1				v		v		v
2008772	Hepacivirus M				v		v		v
1493691	Dyadobacter sediminis							v	
2057743	Actinomyces wuliandei				v				v
1300005	Alteromonas phage vB_AmaP_AD45-P2			v					
10579	Human papillomavirus type 8			v					
1037377	Chryseobacterium viscerum							v	
98439	Fischerella thermalis PCC 7521					v			
36282	Turdus pallidus		v						
2820	Palmariaceae		v						
1408133	Rhizoctonia cerealis alphaendornavirus 1	v		v	v		v	v	v
214675	Leptospira interrogans serovar Manilae			v	v				v
1821561	Gordonia phage Schnabeltier			v	v		v	v	v
160795	Ureibacillus							v	
16631			v						
62809	Botrylloides simodensis		v						
2495408	Clostridium sp. Marseille-P7770							v	
15851			v						
1299328	Mycobacterium kansasii 824			v					
1736300	Rhodococcus sp. Leaf225							v	
1218506	Lactobacillus kimbladii							v	
30596	Cacajao calvus		v						
1539298	Treponema sp. OMZ 838			v	v			v	v
665550	Dietzia alimentaria							v	
360			v						
15323			v						
1131336	Akkermansia sp. KLE1605							v	
585086	Simian adenovirus 28.2			v					
12158	Kennedya yellow mosaic virus	v		v	v	v	v	v	v
1922724	Beihai tombus-like virus 3			v	v		v	v	v
77643	Mycobacterium tuberculosis complex							v	
1196182	Listeria monocytogenes serotype 1/2a str. 08-6056			v	v				v
2690275	Streptomyces sp. SID4926							v	
17676			v						
179819	Nocardiopsis metallicus							v	
523844	Methanosarcina thermophila TM-1			v	v		v		v
1616834	Hydrococcus rivularis							v	
1498756	Norovirus Hu/GII.4/Hokkaido4/2011/JP			v					
2060142	Tomato apical leaf curl virus				v		v		v
415221	Pelagicoccus mobilis							v	
1129133	Sphingopyxis italica							v	
568704	Lacticaseibacillus rhamnosus Lc 705	v		v	v	v			v
139208	Isoptericola variabilis							v	
1506588	Burkholderia sp. MSh2							v	
992177	Yersinia pestis PY-95					v			
1887218	Bos taurus papillomavirus 20			v	v		v	v	v
1923356	Sanxia atyid shrimp virus 2			v	v		v	v	v
997886	Bacteroides ovatus CL03T12C18					v			
1296669	Aquabacterium olei				v			v	v
19446			v						
1310163	Campylobacter jejuni subsp. jejuni HN-CJD07035					v			
1926868	Acidovorax monticola				v				
1340847	Streptococcus suis T15	v		v	v	v			v
2785907	Erythrobacter sp. A30-3				v				
2876028	Enterobacter cloacae complex sp. ECL352							v	
353	Azotobacter chroococcum		v	v	v			v	v
758847	Leptospira santarosai serovar Shermani str. LT 821			v	v	v	v		v
1981701	Pseudomonas sp. R20(2017)							v	
527802	Pseudomonas sp. PSB18							v	
14726			v						
3944			v						
1661050	Pseudomonas sp. NBRC 111135							v	
1590155	Bromus-associated circular DNA virus 2			v	v		v	v	v
192021	Chicory yellow mottle virus large satellite RNA	v		v	v	v	v	v	v
1463896	Streptomyces sp. NRRL S-241							v	
935547	Mesorhizobium japonicum R7A				v	v			v
2496744	Mesorhizobium sp. M7A.F.Ca.US.014.04.1.1							v	
47960	Guyparkeria halophila				v				v
501			v						
9729	Globicephala		v						
2315716	Streptomyces phage Darolandstone				v				
1031733	Campylobacter upsaliensis RM3940				v				
1157367	Enterococcus faecalis EnGen0108					v			
12464			v						
2364273	Geomonas oryzae							v	
1154807	Streptococcus agalactiae CCUG 19094					v			
21499			v						
1235276	Staphylococcus aureus PPUKM-332-2009					v			
302100	Tomato leaf curl Mayotte virus	v		v	v	v	v	v	v
290544	Human rotavirus A RMC61			v					
14203			v						
2589818	Bacillus sp. Cs-700				v				
29384	Staphylococcus kloosii				v			v	v
626	Xenorhabdus							v	
1383578	Norovirus Hu/GI.1/8K/1979/USA			v					
2218594	Rhimavirus A				v				v
395085	Ligilactobacillus ceti							v	
2049048	Rikenellaceae bacterium							v	
267387	SARS coronavirus Sin848			v					
1131290	zeta proteobacterium SCGC AB-604-O16					v			
997892	Bacteroides xylanisolvens CL03T12C04					v			
556288	Brachybacterium saurashtrense				v				v
2589908	Mesorhizobium sp. B2-7-2							v	
19257			v						
11128	Bovine coronavirus			v	v		v	v	v
661182	Perlucidibaca							v	
320834	Staphylococcus virus 69	v		v	v		v	v	v
707523	Norovirus Hu/GII-4/Sakai1/2008/JP			v					
2169739	Whitefly-associated begomovirus 1				v				v
25349			v						
1193396	Rotavirus A RVA/Human/NCA/7J/2010/G1P[8]			v					
1398024	Staphylococcus aureus M1404						v		
120381	human papillomavirus 87			v					
1784713	Flavobacterium arcticum				v				v
1259802	Pseudomonas sp. LAIL14HWK12:I4							v	
1188794	Xanthomonas virus CP1	v		v	v		v	v	v
338120	Enterobacteria phage NC37			v					
2233992	Escherichia phage LL5				v				
147317	Arthrospira sp. PCC 9108				v			v	
1261131	Candidatus Liberibacter americanus str. Sao Paulo	v		v	v	v			v
27088			v						
871203	Caballeronia zhejiangensis							v	
2898540	Lactococcus phage bIL67	v		v		v	v	v	v
28072	Nostoc sp. PCC 7524	v		v	v	v		v	v
1006061	Duck hepatitis A virus 1	v		v	v		v	v	v
908612	Alistipes sp. HGB5					v		v	
538398	Pseudomonas phage PB1	v		v	v	v	v	v	v
430556	Francisella tularensis subsp. holarctica FSC022					v			
16531			v						
1698	Brevibacterium epidermidis		v					v	
1410655	Enterococcus faecalis PF3					v			
12289	Enamovirus		v			v			
463715	Murine norovirus GV/WU24/2005/USA			v					
34230	Packera indecora		v						
18299			v						
1520809	Butyrivibrio sp. TB							v	
1232196	Clostridioides difficile F601					v			
3820	Cajanus		v						
1437007	Streptococcus pyogenes STAB902			v	v				v
86106	endosymbiont of Acanthamoeba sp. UWC8			v	v			v	v
2591204	Corynebacterium phage StAB				v				
9752	Kogia sima		v						
157463	Fructobacillus ficulneus							v	
1000568	Megasphaera lornae					v		v	
1609290	Tomato leaf curl Pakistan betasatellite			v	v		v	v	v
1747507	Komagataeibacter cocois							v	
2282126	Halorubrum sp. Atlit-8R							v	
1043493	Demequina mangrovi							v	
35770	Tomato big bud phytoplasma				v			v	
1260624	Idiomarina sp. 28-8							v	
3435	Persea americana		v						
1922612	Beihai picorna-like virus 66			v	v		v	v	v
477697	Streptomyces sp. T12							v	
1249470	Burkholderia pseudomallei MSHR1079				v				
364763	Ferrimonas kyonanensis							v	
2591011	Vibrio sp. 2-1(7)							v	
35	Corallococcus macrosporus	v	v	v	v	v	v	v	v
1527494	Mycobacterium phage Eremos			v	v		v	v	v
261963	Kangiella							v	
1344988	Staphylococcus epidermidis WI05					v			
6133	Pennatulacea		v						
1945662	Paracoccus contaminans			v	v		v	v	v
1511907	Primate protoparvovirus 1				v		v		v
2762246	Clostridium sp. Sa3CUN1							v	
1975706	Streptococcus sp. FDAARGOS_256							v	
585517	Limosilactobacillus reuteri MM2-3					v			
1122613	Oceanicaulis alexandrii DSM 11625					v			
80850	Wolbachia endosymbiont of Litomosoides sigmodontis				v				
908096	Bhendi yellow vein mosaic virus [India:Karnal:OY79A:2005]			v					
1004840	Rotavirus A human/Vanderbilt/VU05-06-17/2005/G1P[8]			v					
2827			v						
1412487	Salmonella enterica subsp. enterica serovar Enteritidis str. SA19960848			v	v				v
1581179	Clostridium sp. HMSC19A11							v	
1298924	Pasteurella multocida 1500E					v			
504481	Sediminibacterium							v	
1923617	Wenzhou picorna-like virus 31			v	v		v	v	v
1443941	Acinetobacter gandensis							v	
575609	Peptoniphilus sp. oral taxon 386 str. F0131					v			
525280	Erysipelothrix rhusiopathiae ATCC 19414					v			
2782229	Epilithonimonas							v	
323415	Dokdonella koreensis							v	
264198	Cupriavidus pinatubonensis JMP134	v		v	v	v			v
796620	Vibrio caribbeanicus ATCC BAA-2122					v			
1121365	Corynebacterium mastitidis DSM 44356					v			
2696426	Escherichia phage muut				v				
96242	Nitrospira cf. moscoviensis SBR1015							v	
1185690	Xanthomonas axonopodis pv. manihotis str. IBSBF 2822					v			
2527968	Aureliella helgolandensis				v				v
904	Acidaminococcus		v					v	
1550073	Sphingomonas sp. 37zxx							v	
37596			v						
292486	Avibacterium							v	
1566237	Pseudomonas sp. NFACC09-4							v	
2054610	Rodent Torque teno virus 3				v				v
2245			v						
1923457	Shahe yuevirus-like virus 1			v	v		v	v	v
1968889	Streptococcus sp. CECT 9732							v	
1169010	Rotavirus A Ind/HR/B111			v					
249523	Aestuariibacter							v	
1071085	haloarchaeon 3A1-DGR							v	v
515849	Podospora anserina S mat+					v			
2014005	Bacillus sp. FJAT-44742							v	
59561	Trueperella bernardiae							v	
1147156	Enterobacteria phage mEp213	v		v	v		v	v	v
641319	Rotavirus A human/Bethesda/CH5483/1991/G3P[8]			v					
1673725	Peptoniphilus lacydonensis							v	
2759705	Pseudoalteromonas sp. MT33b				v			v	
1244141	Enterococcus faecalis SLO2C-1					v			
1834909	Norovirus Hu/GII.2/Akita7_2014_JP			v					
15945	Zea luxurians		v						
1985876	Escherichia sp. ESNIH1							v	
2762283	Mycobacterium phage Reindeer				v				
140314	Trichococcus palustris							v	
1494078	Marinobacter aromaticivorans							v	
167329	rhinovirus B35			v					
12390	Lactococcus phage phiLC3	v	v	v	v	v	v	v	v
502800	Yersinia pseudotuberculosis YPIII	v		v	v	v			v
1482739	Geobacillus sp. CAMR5420							v	
638315	Legionella longbeachae D-4968					v			
557723	Glaesserella parasuis SH0165	v		v	v	v	v		v
1692252	Hermit crab associated circular virus			v	v		v	v	v
2183	Methanococcaceae							v	
1196164	Listeria monocytogenes serotype 1/2b str. 10-0811			v	v				v
1459	Sporosarcina globispora							v	
1965613	Bacteroides sp. An269							v	
263378	Salipiger mucosus							v	
1564138	Aliarcobacter faecis				v			v	
504501	Propionibacterium phage PAD20	v		v	v	v	v	v	v
1981728	Pseudomonas sp. B2(2017)							v	
2749961	Lactococcus carnosus				v			v	
8437			v						
244292	Mycobacterium nebraskense							v	
984218	Salmonella enterica subsp. enterica serovar Enteritidis str. 642044 4-1					v			
16066			v						
1547597	Sanguibacteroides justesenii							v	
2690307	Streptomyces sp. SID5643							v	
2292706	Muricauda nanhaiensis							v	
1908804	Tetraparvovirus sp.			v	v		v	v	v
909945	Salmonella enterica subsp. enterica serovar Dublin str. SD3246				v	v			
2447885	Bacteroides faecalis							v	
185782	Aquareovirus C	v		v	v	v	v	v	v
1400866	Synechococcus sp. PROS-U-1				v				
2792224	Diaphorobacter sp. JS3051				v			v	
449142	Epizootic hemorrhagic disease virus (serotype 2 / strain Ibaraki)			v					
1566293	Rahnella sp. NFIX50							v	
7060	Melolontha		v						
47505	Echovirus E17			v					
712158	Atopobium sp. oral taxon 810							v	
1096930	Novosphingobium lindaniclasticum LE124					v			
1206300	Enterobacteria phage Hgal1	v		v	v	v	v	v	v
2885915	Campylobacter phage NCTC12673	v		v		v	v	v	v
168697	Salinispora arenicola							v	
86795	Marmoricola							v	
1608112	Wuhan Insect virus 7			v	v		v	v	v
858215	Thermoanaerobacterium xylanolyticum LX-11	v		v	v	v	v		v
1972700	Diamondback moth iflavirus			v	v		v	v	v
1078089	Bacteroides sp. HPS0048					v		v	
1715806	Methanosarcina flavescens				v			v	
90370	Salmonella enterica subsp. enterica serovar Typhi			v	v				v
1311757	Escherichia coli ACN001			v	v				v
546967	Norovirus Hu/GII-4/Toyama1/2006/JP			v					
2562636	Pseudomonas phage R26				v				
2070669	Pseudomonas sp. GW456-E7							v	
7373	Calliphora vicina		v						
1736493	Acidovorax sp. Root219							v	
171865	Sulfuriferula plumbiphila				v				v
92401	Mycoplasma cloacale				v			v	v
1897729	Halomonas aestuarii			v	v		v	v	v
688246	Prevotella multisaccharivorax DSM 17128					v			
1926	Streptomyces reticuli		v	v				v	
2126724	Staphylococcus phage phiSA_BS2				v				
19878			v						
663886	Mycobacterium tuberculosis KZN R506				v	v			
114881	Mycoplasmopsis columbina				v			v	v
698762	Thermanaeromonas toyohensis ToBE				v				
942866	Cupriavidus alkaliphilus							v	
56812	Shewanella frigidimarina							v	
2093824	Candidatus Nanosynbacter lyticus			v	v			v	v
172043	Brevundimonas nasdae							v	
1739372	Enterococcus sp. HMSC072F07							v	
1463921	Streptomyces sp. NRRL S-920							v	
172296	Bovine parvovirus - 2	v		v	v		v	v	v
696863	Carp sprivivirus	v		v	v		v	v	v
1218585	Leptospira meyeri serovar Semaranga str. Veldrot Semarang 173					v			
373415	Mycobacterium phage Wildcat	v		v	v	v	v	v	v
52280	Chilli veinal mottle virus	v		v	v	v	v	v	v
2619674	unclassified Anabaena							v	
2630203	unclassified Limnobacter							v	
1291828	Norovirus Hu/GII/20159/2009/VNM			v					
1165151	Lactococcus virus ASCC465				v				
2497879	Colwellia sp. Arc7-635				v				v
1500299	Rhizobium sp. CF048							v	
1318466	Alteracholeplasma palmae J233	v		v	v		v		v
1913444	Candidatus Thiodiazotropha							v	
1540257	Clostridium sp. KNHs214							v	
1284240	Amycolatopsis decaplanina DSM 44594					v			
2042031	Lactobacillus sp. UMNPBX16							v	
1312929	Cherry rusty mottle associated virus	v		v	v	v	v	v	v
1761012	Candidatus Formimonas warabiya								v
1862127	Wild onion symptomless virus			v	v		v	v	v
2109918	Pseudoalteromonas sp. KS88							v	
2763033	Christensenella sp. NSJ-35							v	
1383056	Mycobacterium phage Papyrus	v		v	v	v	v	v	v
2654843	Flavobacterium panici							v	
16879			v						
1145114	Helicobacter pylori R037c					v			
1224930	Staphylococcus aureus M0415					v			
252394	Actinoalloteichus spitiensis							v	
1151123	Pseudomonas sp. 35MFCvi1.1					v		v	
1055538	Escherichia coli O145				v				
11942	Simian retrovirus 1			v					
39498	[Eubacterium] yurii							v	
936054	Enterobacteria phage VT2phi_272			v	v		v	v	v
1151317	Clostridioides difficile DA00044					v			
1898732	Curtobacterium sp. MCBA15_003							v	
2864180	Anoxybacillus sp. ST70							v	
1855661	Mycobacterium sp. D17A2							v	
11972			v						
25378			v						
360110	Campylobacter jejuni subsp. jejuni 84-25					v			
2819165	Pedobacter sp. ISL-68							v	
21674			v						
2059875	Gordonia sp. YC-JH1				v			v	v
862966	Streptococcus intermedius C270	v		v	v	v			v
120576	Brucella pinnipedialis			v	v			v	v
498741	Borreliella finlandensis				v	v		v	
85034	Glycomycetaceae							v	
1159078	Helicobacter pylori HP260ASii					v			
1933911	Bartonella sp. Coyote22sub2				v			v	
2033516	Bacillus sp. AFS094611							v	
1138880	Enterococcus faecium EnGen0005					v			
1154789	Streptococcus agalactiae FSL S3-603					v			
11060	Dengue virus 2	v	v	v	v		v	v	v
1208064	Bombyx mandarina nucleopolyhedrovirus S2			v					
10529	Human adenovirus 31			v					
551760	Aromatoleum aromaticum							v	
20293			v						
2740802	uncultured phage_MedDCM-OCT-S28-C3				v				
1739288	Aerococcus sp. HMSC075D05							v	
663555	Mycobacterium phage Hope			v					
2742623	Citrobacter sp. RHB21-C05				v				
1712383	Rheinheimera sp. EpRS3							v	
48736	Ralstonia							v	
2800582	Campylobacter sp. 2018MI34							v	
67305	Streptomyces hawaiiensis				v			v	
1316928	Gordonia terrae C-6					v			
2648	Plasmid pTiAg162		v						
67318	Streptomyces litmocidini							v	
13950			v						
1004868	Rotavirus A human/Vanderbilt/VU06-07-30/2006/G1P[8]			v					
267783	Coltivirus strain BJ95-75			v					
1387301	Heterobasidion partitivirus 7			v	v		v	v	v
1468410	Delftia sp. RIT313							v	
2162712	Streptomyces sp. CS207							v	
8772	Azemiops		v						
3327	Larix occidentalis		v						
1158159	Thioalkalivibrio sp. AKL12					v		v	
2500149	Salmonella phage TS13				v				
1434831	Halomonas sp. JB380							v	
2263	Thermococcus		v					v	
47510	Echovirus E24			v					
1127134	Nocardia cyriacigeorgica GUH-2	v		v	v	v	v		v
1159870	Bordetella sp. FB-8					v		v	
2231351	Salmonella phage S124				v				
2769311	Acidovorax sp. ACV01							v	
2508525	Geobacillus sp. PK12							v	
1848289	Mesorhizobium sp. LCM 4576							v	
13472	Styphelia		v						
2529851	Acinetobacter sp. ANC 5045							v	
1235591	Pseudorhodoplanes sinuspersici			v	v		v	v	v
23957			v						
1215925	Nocardia bhagyanarayanae							v	
9679	Proteles		v						
2172042	Enterococcus phage LY0322				v				v
2071	Saccharothrix							v	
1402617	Staphylococcus aureus M1399						v		
520975	Calicivirus pig/F15-10/CAN			v					
2512171	Streptomyces sp. BK141							v	
2202823	Pseudomonas sp. Q1							v	
1416676	Escherichia coli N40607				v				
12106	Encephalomyocarditis virus strain emc-d diabetogenic		v						
18254			v						
2302434	Vibrio sinensis							v	
104955	Limosilactobacillus frumenti				v			v	v
1261235	Norovirus Hu/Norwalk/10313/2010/VNM			v					
1007511	Sphingobium limneticum							v	
1213406	Jatropha mosaic Nigeria virus	v		v	v		v	v	v
862720	Acidovorax oryzae					v		v	
44251	Paenibacillus durus			v	v		v	v	v
1357915	Arthrobacter sp. QXT-31			v	v			v	v
1292392	Borrelia miyamotoi FR64b				v				
9741	Phocoena		v						
283165	Bartonella quintana str. Toulouse	v		v	v	v	v		v
1923293	Hubei tombus-like virus 6			v	v		v	v	v
1479239	Porphyrobacter sp. HL-46							v	
1317124	Thioclava atlantica							v	
1985417	Caribou associated gemykrogvirus 1	v		v			v	v	v
1236392	Cebus albifrons polyomavirus 1	v		v	v	v	v	v	v
1926878	Burkholderia sp. SRS-W-2-2016							v	
2093833	Neorhizobium sp. T6_25							v	
935836	Bacillus sp. J33							v	
218144	Vagococcus carniphilus				v				
509531	Gossypium darwinii symptomless virus	v		v	v		v	v	v
2699430	Caldichromatium japonicum				v				
35772	Peanut witches'-broom phytoplasma				v			v	
1112204	Gordonia polyisoprenivorans VH2	v		v	v	v	v		v
2984			v						
1219413	rhinovirus C43			v					
707448	Norovirus Hu/GII-4/Hokkaido4/2007/JP			v					
9528	Cercopithecinae		v						
2608347	Enterobacter sp. Tr-810							v	
521004	Haemophilus influenzae 6P18H1					v			
98785	Buchnera aphidicola (Aphis gossypii)				v				
1454625	Salmonella enterica subsp. enterica serovar Newport str. CDC 2009K-1331				v				v
461711	Synechococcus phage S-CBP42			v	v		v	v	v
1777144	Caballeronia ptereochthonis							v	
1581183	Clostridium sp. HMSC19B11							v	
1256200	Lacticaseibacillus paracasei subsp. paracasei Lpp7					v			
1742359	Bacillus dafuensis				v			v	v
11642	Simian foamy virus	v	v	v	v	v	v	v	v
1160200	Brucella abortus 65/157					v			
981330	Tsukamurella phage TPA2	v		v	v	v	v	v	v
1112211	Janthinobacterium lividum PAMC 25724					v			
1297894	Citrus yellow vein-associated virus				v				v
551523	Citrus dwarfing viroid				v	v			v
1131270	Candidatus Nitromaritima sp. AB-629-B06					v			
626369	Granulicatella elegans ATCC 700633					v			
1887642	Gordonia phage BatStarr			v					
1667223	Sphingobium sp. Ndbn-10							v	
2493675	Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1				v			v	
1208661	Cronobacter dublinensis 582					v			
